YAL027W	Chr_I	100.00	786	0	0	1	786	94688	95473	3.3e-196	676.8
tL(CAA)A	Chr_I	100.00	44	0	0	39	82	181205	181248	6e-10	54.8
tL(CAA)A	Chr_I	100.00	38	0	0	1	38	181135	181172	3.6e-08	48.9
YAL028W	Chr_I	100.00	1587	0	0	1	1587	92901	94487	0	1232.2
YAL029C	Chr_I	100.00	4416	0	0	4416	1	87856	92271	0	3066.5
YAL064W-B	Chr_I	100.00	381	0	0	1	381	12047	12427	4.7e-88	316.5
YAL064W-B	Chr_I	89.51	305	32	0	1	305	24479	24783	1.7e-56	211.6
YAL064W-B	Chr_I	97.94	97	2	0	285	381	24784	24880	4.1e-20	90.8
YAL064W-B	Chr_I	93.44	381	25	0	381	1	207122	207502	2e-77	281.2
YAL019W	Chr_I	100.00	3396	0	0	1	3396	114920	118315	0	2781.5
YAR047C	Chr_I	100.00	321	0	0	321	1	201460	201780	8.4e-77	278.9
tS(AGA)A	Chr_I	100.00	82	0	0	82	1	182516	182597	2.5e-25	105.9
YAR060C	Chr_I	100.00	336	0	0	336	1	217148	217483	2.7e-73	267.3
YAR060C	Chr_I	64.00	325	95	22	330	14	198385	198695	3.9e-16	77.4
YAR060C	Chr_I	74.07	108	25	3	110	6	211012	211119	2.5e-09	54.8
YAR060C	Chr_I	97.02	336	8	2	1	336	14799	15132	1e-68	252.1
YAR060C	Chr_I	72.48	109	25	5	6	110	20974	21081	2.8e-09	54.6
YAR061W	Chr_I	100.00	204	0	0	1	204	218131	218334	2e-49	187.2
YAR061W	Chr_I	70.62	194	57	0	1	194	203400	203593	5.9e-21	92.7
YAR061W	Chr_I	94.61	204	7	4	204	1	13951	14150	8.3e-44	168.6
YAR061W	Chr_I	67.88	193	62	0	194	2	27770	27962	2e-18	84.3
YAL030W	Chr_I	100.00	252	0	0	103	354	87502	87753	2.8e-60	224.1
YAL030W	Chr_I	98.15	108	2	0	1	108	87287	87394	1e-23	102.6
YAR062W	Chr_I	100.00	597	0	0	1	597	218540	219136	3.5e-148	516.9
YAR062W	Chr_I	78.11	594	121	9	1	594	203811	204395	1.1e-86	312.6
YAR062W	Chr_I	84.29	191	30	0	407	597	206512	206702	2.5e-32	132.0
YAR062W	Chr_I	88.10	126	15	0	410	535	206380	206505	9.4e-23	100.2
YAR062W	Chr_I	75.14	185	37	9	410	594	205975	206150	9.5e-22	96.9
YAR062W	Chr_I	85.71	126	18	0	410	535	205705	205830	2.1e-21	95.7
YAR062W	Chr_I	81.40	129	24	0	407	535	205837	205965	2e-19	89.2
YAR062W	Chr_I	73.72	156	40	1	392	547	205148	205302	6.4e-18	84.1
YAR062W	Chr_I	78.57	126	27	0	410	535	206245	206370	2.6e-17	82.1
YAR062W	Chr_I	76.12	134	32	0	414	547	205304	205437	4.6e-17	81.3
YAR062W	Chr_I	74.31	144	36	1	392	535	205553	205695	1e-16	80.1
YAR062W	Chr_I	71.79	156	43	1	392	547	204473	204627	1.5e-16	79.6
YAR062W	Chr_I	73.68	133	35	0	415	547	204630	204762	1.9e-15	75.9
YAR062W	Chr_I	72.06	136	37	1	392	527	204878	205012	3.1e-14	71.9
YAR062W	Chr_I	72.06	136	37	1	392	527	205013	205147	3.1e-14	71.9
YAR062W	Chr_I	74.34	113	29	0	415	527	204765	204877	3.9e-13	68.3
YAR062W	Chr_I	74.34	113	29	0	415	527	205440	205552	3.9e-13	68.3
YAR062W	Chr_I	81.18	85	16	0	451	535	206151	206235	5.6e-12	64.4
YAR062W	Chr_I	76.62	77	18	0	451	527	204396	204472	4.7e-09	54.7
YAR062W	Chr_I	79.97	594	110	9	594	1	26968	27552	2.9e-91	327.8
YAR062W	Chr_I	81.55	515	77	18	501	1	13234	13744	3.1e-80	291.1
YAR062W	Chr_I	85.11	188	25	3	594	407	25342	25526	7.1e-32	130.5
YAR062W	Chr_I	85.71	126	18	0	535	410	25533	25658	2.1e-21	95.7
YAR062W	Chr_I	73.72	156	40	1	547	392	26061	26215	6.4e-18	84.1
YAR062W	Chr_I	76.12	134	32	0	547	414	25926	26059	4.6e-17	81.3
YAR062W	Chr_I	74.31	144	36	1	535	392	25668	25810	1e-16	80.1
YAR062W	Chr_I	71.79	156	43	1	547	392	26736	26890	1.5e-16	79.6
YAR062W	Chr_I	72.79	136	36	1	527	392	26216	26350	1.1e-14	73.4
YAR062W	Chr_I	72.06	136	37	1	527	392	26351	26485	3.1e-14	71.9
